"Commodity-wise, Market-wise Daily Report for State (Market Category wise) on: 05-Jun-2026 for State : Madhya Pradesh, Market Category : All Categories"

Market,Arrivals,Unit of Arrivals,Variety,Minimum Prices,Maximum Prices,Modal Prices,Unit of Price
Commodity Group Name : Cereals
Commodity Name : Bajra(Pearl Millet/Cumbu)
Sironj APMC,83.964,Metric Tonnes,Gram,5000.0,5796.0,5500.0,Rs./Quintal
Sitmau APMC,6.788,Metric Tonnes,Gram,4901.0,5661.0,5500.0,Rs./Quintal
Sonkatch APMC,0.042,Metric Tonnes,Gram,4705.0,4705.0,4705.0,Rs./Quintal
Tendukheda APMC,0.35000000000000003,Metric Tonnes,Gram,5450.0,5550.0,5550.0,Rs./Quintal
Tikamgarh APMC,1.5250000000000001,Metric Tonnes,Gram,5435.0,5765.0,5765.0,Rs./Quintal
Timarni APMC,25.441000000000003,Metric Tonnes,Gram,2599.0,5661.0,5661.0,Rs./Quintal
Udaipura APMC,130.29000000000002,Metric Tonnes,Desi (F.A.Q. Split),3800.0,5800.0,5500.0,Rs./Quintal
Ujjain APMC,0.217,Metric Tonnes,Gram,4876.0,4876.0,4876.0,Rs./Quintal
Umariya APMC,8.315000000000001,Metric Tonnes,Gram,5350.0,5400.0,5400.0,Rs./Quintal
Vidisha APMC,134.786,Metric Tonnes,Gram,3950.0,5813.0,5600.0,Rs./Quintal
Commodity Name : Black Gram(Urd Beans)(Whole)
Badarwas APMC,0.926,Metric Tonnes,Urda/Urd,6800.0,6800.0,6800.0,Rs./Quintal
Beohari APMC,44.95,Metric Tonnes,Urda/Urd,6950.0,7050.0,7000.0,Rs./Quintal
Chaurai APMC,0.1,Metric Tonnes,Urda/Urd,7251.0,7251.0,7251.0,Rs./Quintal
Damoh APMC,55.25800000000001,Metric Tonnes,Urda/Urd,5505.0,7815.0,7250.0,Rs./Quintal
Gadarwada APMC,0.145,Metric Tonnes,Urda/Urd,6000.0,6571.0,6571.0,Rs./Quintal
Ganjbasoda APMC,0.197,Metric Tonnes,Urda/Urd,6610.0,8400.0,8400.0,Rs./Quintal
Garhakota APMC,0.10500000000000001,Metric Tonnes,Urda/Urd,6005.0,6005.0,6005.0,Rs./Quintal
Gotegaon APMC,99.215,Metric Tonnes,Urda/Urd,6200.0,7651.0,7350.0,Rs./Quintal
,4.800000000000001,Metric Tonnes,Urda/Urd,7250.0,7500.0,7500.0,Rs./Quintal
Guna APMC,0.6480000000000001,Metric Tonnes,Urda/Urd,7275.0,8280.0,8280.0,Rs./Quintal
Indore APMC,87.28,Metric Tonnes,Urda/Urd,3705.0,8225.0,8225.0,Rs./Quintal
Itarsi APMC,0.29500000000000004,Metric Tonnes,Urda/Urd,6700.0,6700.0,6700.0,Rs./Quintal
Jabalpur APMC,519.575,Metric Tonnes,Urda/Urd,5000.0,8505.0,7400.0,Rs./Quintal
Jaora APMC,0.497,Metric Tonnes,Urda/Urd,6000.0,6650.0,6650.0,Rs./Quintal
Javera APMC,20.097,Metric Tonnes,Urda/Urd,7150.0,7250.0,7150.0,Rs./Quintal
Kareli APMC,9.370000000000001,Metric Tonnes,Urda/Urd,5801.0,7450.0,7200.0,Rs./Quintal
Katni APMC,160.95100000000002,Metric Tonnes,Urda/Urd,4000.0,7800.0,7300.0,Rs./Quintal
,0.596,Metric Tonnes,Organic,6004.0,7390.0,7390.0,Rs./Quintal
Khargone APMC,0.052000000000000005,Metric Tonnes,Urda/Urd,7251.0,7251.0,7251.0,Rs./Quintal
Khetia APMC,0.11699999999999999,Metric Tonnes,Urda/Urd,7400.0,7400.0,7400.0,Rs./Quintal
Kolaras APMC,1.0650000000000002,Metric Tonnes,Urda/Urd,5010.0,7950.0,7950.0,Rs./Quintal
Manasa APMC,0.659,Metric Tonnes,Urda/Urd,4000.0,5500.0,4500.0,Rs./Quintal
Mandsaur APMC,1.028,Metric Tonnes,Urda/Urd,2700.0,6001.0,6001.0,Rs./Quintal
Narsinghpur APMC,0.215,Metric Tonnes,Urda/Urd,5500.0,6400.0,6400.0,Rs./Quintal
,53.185,Metric Tonnes,Urda/Urd,6149.0,7800.0,7500.0,Rs./Quintal
Neemuch APMC,22.199,Metric Tonnes,Urda/Urd,2500.0,8750.0,8175.0,Rs./Quintal
Panna APMC,0.502,Metric Tonnes,Urda/Urd,7290.0,7290.0,7290.0,Rs./Quintal
Rehli APMC,0.1,Metric Tonnes,Urda/Urd,6301.0,6301.0,6301.0,Rs./Quintal
Satna APMC,2.3770000000000002,Metric Tonnes,Urda/Urd,7000.0,7405.0,7405.0,Rs./Quintal
Shahpura Bhitoni (F&V) APMC,240.962,Metric Tonnes,Urda/Urd,6200.0,7680.0,7450.0,Rs./Quintal
Sihora APMC,0.36400000000000005,Metric Tonnes,Urda/Urd,7400.0,7400.0,7400.0,Rs./Quintal
,118.101,Metric Tonnes,Urda/Urd,4000.0,7935.0,7495.0,Rs./Quintal
Tikamgarh APMC,43.708,Metric Tonnes,Urda/Urd,7200.0,8000.0,7500.0,Rs./Quintal
Umariya APMC,2.7,Metric Tonnes,Urda/Urd,7000.0,7000.0,7000.0,Rs./Quintal
Commodity Name : Green Gram(Moong)(Whole)
Ashoknagar APMC,1.1,Metric Tonnes,Green (Whole),6690.0,6855.0,6855.0,Rs./Quintal
Ashta APMC,3.2310000000000003,Metric Tonnes,Green (Whole),5501.0,7071.0,7001.0,Rs./Quintal
Badnagar APMC,0.09300000000000001,Metric Tonnes,Green (Whole),6980.0,6980.0,6980.0,Rs./Quintal
Badwaha APMC,0.294,Metric Tonnes,Green (Whole),6902.0,6902.0,6902.0,Rs./Quintal
,8.01,Metric Tonnes,Green (Whole),7140.0,7300.0,7300.0,Rs./Quintal
Bamora APMC,3.1020000000000003,Metric Tonnes,Green (Whole),3000.0,6399.0,6399.0,Rs./Quintal
Banapura APMC,173.635,Metric Tonnes,Green (Whole),1000.0,7610.0,6900.0,Rs./Quintal
Banda APMC,1.8190000000000002,Metric Tonnes,Green (Whole),6495.0,6750.0,6750.0,Rs./Quintal
Bankhedi APMC,2.47,Metric Tonnes,Green (Whole),6101.0,6940.0,6940.0,Rs./Quintal
Bareli APMC,45.47,Metric Tonnes,Green (Whole),3200.0,7200.0,7001.0,Rs./Quintal
Begamganj APMC,4.867000000000001,Metric Tonnes,Green (Whole),6200.0,7005.0,6890.0,Rs./Quintal
,1.957,Metric Tonnes,Green (Whole),5605.0,7030.0,7030.0,Rs./Quintal
Berasia APMC,3.544,Metric Tonnes,Green (Whole),6235.0,6935.0,6935.0,Rs./Quintal
Betul APMC,4.84,Metric Tonnes,Green (Whole),6700.0,7200.0,7075.0,Rs./Quintal
Bhikangaon APMC,26.498000000000005,Metric Tonnes,Green (Whole),7100.0,7695.0,7430.0,Rs./Quintal
Bhind APMC,42.165,Metric Tonnes,Green (Whole),5180.0,7020.0,6800.0,Rs./Quintal
Bhopal APMC,2.163,Metric Tonnes,Green (Whole),6290.0,6700.0,6700.0,Rs./Quintal
Biaora APMC,16.716,Metric Tonnes,Green (Whole),3500.0,7345.0,7000.0,Rs./Quintal
Bina APMC,18.75,Metric Tonnes,Green (Whole),4500.0,6976.0,5650.0,Rs./Quintal
Binaganj APMC,0.597,Metric Tonnes,Green (Whole),7090.0,7110.0,7090.0,Rs./Quintal
Burhanpur APMC,0.376,Metric Tonnes,Green (Whole),6781.0,7000.0,7000.0,Rs./Quintal
Chaurai APMC,0.2,Metric Tonnes,Green (Whole),6170.0,6299.0,6299.0,Rs./Quintal
Chhindwara APMC,0.7000000000000001,Metric Tonnes,Green (Whole),6000.0,6930.0,6930.0,Rs./Quintal
Dabra APMC,5.0,Metric Tonnes,Green (Whole),7900.0,7900.0,7900.0,Rs./Quintal
Damoh APMC,67.10900000000001,Metric Tonnes,Green (Whole),5350.0,6935.0,6830.0,Rs./Quintal
Dewas APMC,1.845,Metric Tonnes,Green (Whole),5910.0,7540.0,7540.0,Rs./Quintal
Dhamnod APMC,39.608000000000004,Metric Tonnes,Green (Whole),7050.0,7600.0,7600.0,Rs./Quintal
Gadarwada APMC,74.92,Metric Tonnes,Green (Whole),4000.0,7500.0,6700.0,Rs./Quintal
Gairatganj APMC,0.30000000000000004,Metric Tonnes,Green (Whole),6695.0,6930.0,6930.0,Rs./Quintal
Ganjbasoda APMC,9.065000000000001,Metric Tonnes,Green (Whole),3990.0,7045.0,6400.0,Rs./Quintal
Garhakota APMC,5.179,Metric Tonnes,Green (Whole),5805.0,6800.0,6510.0,Rs./Quintal
Gotegaon APMC,34.245,Metric Tonnes,Green (Whole),5900.0,7110.0,6601.0,Rs./Quintal
Guna APMC,77.83,Metric Tonnes,Green (Whole),5750.0,7290.0,7080.0,Rs./Quintal
Harda APMC,299.656,Metric Tonnes,Green (Whole),1701.0,7861.0,7400.0,Rs./Quintal
Harsood APMC,83.351,Metric Tonnes,Green (Whole),1000.0,7441.0,7199.0,Rs./Quintal
,8.92,Metric Tonnes,Green (Whole),6850.0,6950.0,6950.0,Rs./Quintal
Ichhawar APMC,2.2079999999999997,Metric Tonnes,Green (Whole),6801.0,7235.0,6890.0,Rs./Quintal
Indore APMC,70.786,Metric Tonnes,Green (Whole),2500.0,7595.0,7595.0,Rs./Quintal
Itarsi APMC,137.32500000000002,Metric Tonnes,Green (Whole),1175.0,7525.0,7250.0,Rs./Quintal
Jabalpur APMC,62.489000000000004,Metric Tonnes,Green (Whole),5095.0,7355.0,6355.0,Rs./Quintal
,0.18700000000000003,Metric Tonnes,Green (Whole),2500.0,2500.0,2500.0,Rs./Quintal
Jaora APMC,6.346,Metric Tonnes,Green (Whole),3000.0,7567.0,7241.0,Rs./Quintal
Jeerapur APMC,0.217,Metric Tonnes,Green (Whole),6900.0,6900.0,6900.0,Rs./Quintal
Kalapipal APMC,0.564,Metric Tonnes,Green (Whole),6400.0,6701.0,6701.0,Rs./Quintal
Kannod APMC,18.386000000000003,Metric Tonnes,Green (Whole),3001.0,7625.0,7540.0,Rs./Quintal
Kareli APMC,146.226,Metric Tonnes,Green (Whole),4500.0,7404.0,6300.0,Rs./Quintal
Katni APMC,14.225999999999999,Metric Tonnes,Green (Whole),4651.0,6751.0,6500.0,Rs./Quintal
Khandwa APMC,27.57,Metric Tonnes,Green (Whole),5650.0,7350.0,7200.0,Rs./Quintal
Khargone APMC,31.474000000000004,Metric Tonnes,Green (Whole),6702.0,7578.0,7556.0,Rs./Quintal
Khategaon APMC,91.726,Metric Tonnes,Green (Whole),1000.0,7600.0,7201.0,Rs./Quintal
Khetia APMC,5.3420000000000005,Metric Tonnes,Green (Whole),5000.0,8145.0,7400.0,Rs./Quintal
Khirakiya APMC,230.00400000000002,Metric Tonnes,Green (Whole),3450.0,8151.0,7100.0,Rs./Quintal
Khurai APMC,27.28,Metric Tonnes,Green (Whole),4850.0,6950.0,6870.0,Rs./Quintal
Kolaras APMC,0.399,Metric Tonnes,Green (Whole),6135.0,6135.0,6135.0,Rs./Quintal
Kurawar APMC,1.592,Metric Tonnes,Green (Whole),5805.0,6480.0,6480.0,Rs./Quintal
Lahar APMC,21.5,Metric Tonnes,Green (Whole),5500.0,6960.0,6960.0,Rs./Quintal
Lateri APMC,1.968,Metric Tonnes,Green (Whole),6870.0,6870.0,6870.0,Rs./Quintal
Loharda APMC,7.178000000000001,Metric Tonnes,Green (Whole),6950.0,7500.0,7371.0,Rs./Quintal
Maksudangarh APMC,56.072,Metric Tonnes,Green (Whole),6205.0,7450.0,7165.0,Rs./Quintal
,9.167,Metric Tonnes,Green (Whole),6980.0,7250.0,7200.0,Rs./Quintal
Manawar APMC,0.7650000000000001,Metric Tonnes,Green (Whole),6805.0,6805.0,6805.0,Rs./Quintal
Mandsaur APMC,0.651,Metric Tonnes,Green (Whole),6868.0,7400.0,7400.0,Rs./Quintal
Morena APMC,16.772000000000002,Metric Tonnes,Green (Whole),5855.0,7245.0,7245.0,Rs./Quintal
Narsinghgarh APMC,2.8030000000000004,Metric Tonnes,Green (Whole),5700.0,6975.0,6950.0,Rs./Quintal
Narsinghpur APMC,89.12,Metric Tonnes,Green (Whole),4600.0,7601.0,6800.0,Rs./Quintal
,141.645,Metric Tonnes,Green (Whole),5700.0,7660.0,6400.0,Rs./Quintal
Nasrullaganj APMC,99.642,Metric Tonnes,Green (Whole),4801.0,7341.0,6600.0,Rs./Quintal
,63.06100000000001,Metric Tonnes,Green (Whole),3500.0,7310.0,7200.0,Rs./Quintal
Neemuch APMC,0.027000000000000003,Metric Tonnes,Green (Whole),6700.0,6700.0,6700.0,Rs./Quintal
Obedullaganj APMC,7.461,Metric Tonnes,Green (Whole),5000.0,7011.0,6940.0,Rs./Quintal
Panna APMC,1.0710000000000002,Metric Tonnes,Green (Whole),6500.0,6500.0,6500.0,Rs./Quintal
Pipariya APMC,189.85000000000002,Metric Tonnes,Green (Whole),1300.0,7311.0,6800.0,Rs./Quintal
Pohari APMC,0.6360000000000001,Metric Tonnes,Green (Whole),6350.0,6385.0,6385.0,Rs./Quintal
Raghogarh APMC,0.11000000000000001,Metric Tonnes,Green (Whole),7605.0,7605.0,7605.0,Rs./Quintal
Raisen APMC,4.93,Metric Tonnes,Green (Whole),6305.0,7250.0,7250.0,Rs./Quintal
Rehati APMC,12.557,Metric Tonnes,Green (Whole),2540.0,6841.0,6650.0,Rs./Quintal
Sagar APMC,6.721,Metric Tonnes,Green (Whole),5905.0,6705.0,6650.0,Rs./Quintal
Sanawad APMC,12.541,Metric Tonnes,Green (Whole),7075.0,7600.0,7300.0,Rs./Quintal
Satna APMC,8.228,Metric Tonnes,Green (Whole),6055.0,6875.0,6875.0,Rs./Quintal
Sehore APMC,3.3090000000000006,Metric Tonnes,Green (Whole),1700.0,7220.0,7220.0,Rs./Quintal
Semriharchand APMC,1.3900000000000001,Metric Tonnes,Green (Whole),5000.0,7075.0,7075.0,Rs./Quintal
Sendhwa APMC,1.633,Metric Tonnes,Green (Whole),6800.0,7555.0,7555.0,Rs./Quintal
Shahpura Bhitoni (F&V) APMC,37.447,Metric Tonnes,Green (Whole),5850.0,6445.0,6300.0,Rs./Quintal
Shajapur APMC,0.099,Metric Tonnes,Green (Whole),5780.0,5780.0,5780.0,Rs./Quintal
Sheopurkalan APMC,2.705,Metric Tonnes,Green (Whole),4905.0,7295.0,7295.0,Rs./Quintal
Shujalpur APMC,0.24100000000000002,Metric Tonnes,Green (Whole),6500.0,6700.0,6700.0,Rs./Quintal
Sihora APMC,1.107,Metric Tonnes,Green (Whole),4000.0,5800.0,5800.0,Rs./Quintal
Tendukheda APMC,2.3000000000000003,Metric Tonnes,Green (Whole),6000.0,6500.0,6500.0,Rs./Quintal
,12.3,Metric Tonnes,Green (Whole),6300.0,6970.0,6300.0,Rs./Quintal
Tikamgarh APMC,9.615000000000002,Metric Tonnes,Green (Whole),6200.0,6835.0,6500.0,Rs./Quintal
Timarni APMC,231.354,Metric Tonnes,Green (Whole),1901.0,7820.0,7501.0,Rs./Quintal
Udaipura APMC,44.785000000000004,Metric Tonnes,Green (Whole),2350.0,7270.0,6935.0,Rs./Quintal
Ujjain APMC,0.734,Metric Tonnes,Green (Whole),7126.0,7622.0,7622.0,Rs./Quintal
Vidisha APMC,2.0980000000000003,Metric Tonnes,Green (Whole),6640.0,7180.0,7180.0,Rs./Quintal
Commodity Name : Green Peas
Ashoknagar APMC,13.456000000000001,Metric Tonnes,Pea,2900.0,3389.0,3389.0,Rs./Quintal
Badnagar APMC,10.269,Metric Tonnes,Pea,2101.0,3299.0,3299.0,Rs./Quintal
Badnawar APMC,2.5690000000000004,Metric Tonnes,Pea,2400.0,3160.0,2750.0,Rs./Quintal
Bina APMC,135.72,Metric Tonnes,Pea,2000.0,3800.0,3000.0,Rs./Quintal
Chhatarpur APMC,4.98,Metric Tonnes,Pea,3980.0,3980.0,3980.0,Rs./Quintal
,22.0,Metric Tonnes,Pea,3800.0,3800.0,3800.0,Rs./Quintal
Chhindwara APMC,0.1,Metric Tonnes,Pea,2940.0,2940.0,2940.0,Rs./Quintal
Dabra APMC,2.1,Metric Tonnes,Pea,4151.0,4151.0,4151.0,Rs./Quintal
Damoh APMC,200.89800000000002,Metric Tonnes,Pea,1700.0,4055.0,3200.0,Rs./Quintal
Dewas APMC,0.07900000000000001,Metric Tonnes,Pea,3200.0,3200.0,3200.0,Rs./Quintal
Dhar APMC,1.702,Metric Tonnes,Pea,1405.0,2965.0,2965.0,Rs./Quintal
Garhakota APMC,1.1480000000000001,Metric Tonnes,Pea,2755.0,3205.0,3205.0,Rs./Quintal
Guna APMC,1.157,Metric Tonnes,Pea,3005.0,3005.0,3005.0,Rs./Quintal
Harpalpur APMC,52.93600000000001,Metric Tonnes,Pea,3358.0,3600.0,3600.0,Rs./Quintal
Hata APMC,26.5,Metric Tonnes,Pea,3550.0,3650.0,3650.0,Rs./Quintal
,16.448,Metric Tonnes,Pea,3490.0,3500.0,3500.0,Rs./Quintal
Indore APMC,51.275000000000006,Metric Tonnes,Pea,3240.0,4625.0,4625.0,Rs./Quintal
Jabalpur APMC,39.064,Metric Tonnes,Pea,1900.0,3720.0,3510.0,Rs./Quintal
Jaora APMC,1.579,Metric Tonnes,Pea,2000.0,2895.0,2750.0,Rs./Quintal
Khurai APMC,79.742,Metric Tonnes,Pea,2400.0,3950.0,3290.0,Rs./Quintal
Krishi Upaj Mandi Samiti Bichhiya,5.5200000000000005,Metric Tonnes,Pea,3415.0,3415.0,3415.0,Rs./Quintal
Lashkar APMC,1.2000000000000002,Metric Tonnes,Pea,3775.0,3775.0,3775.0,Rs./Quintal
Mandsaur APMC,2.4850000000000003,Metric Tonnes,Pea,2651.0,2931.0,2931.0,Rs./Quintal
Mhow APMC,0.065,Metric Tonnes,Pea,2560.0,2560.0,2560.0,Rs./Quintal
Mungawali APMC,3.74,Metric Tonnes,Pea,2805.0,3280.0,3280.0,Rs./Quintal
Nagda APMC,0.44900000000000007,Metric Tonnes,Pea,2300.0,2505.0,2505.0,Rs./Quintal
Narsinghpur APMC,0.44500000000000006,Metric Tonnes,Pea,1625.0,1625.0,1625.0,Rs./Quintal
Panna APMC,0.195,Metric Tonnes,Pea,3920.0,3920.0,3920.0,Rs./Quintal
,5.1240000000000006,Metric Tonnes,Pea,3115.0,4035.0,3115.0,Rs./Quintal
Ratlam APMC,1.7480000000000002,Metric Tonnes,Pea,2700.0,3391.0,2700.0,Rs./Quintal
Sagar APMC,3.23,Metric Tonnes,Pea,2900.0,3955.0,3955.0,Rs./Quintal
Sailana APMC,0.328,Metric Tonnes,Pea,2890.0,3001.0,3001.0,Rs./Quintal
Satna APMC,3.9130000000000003,Metric Tonnes,Pea,3145.0,3875.0,3630.0,Rs./Quintal
Commodity Name : Kabuli Chana(Chickpeas-White)
Agar APMC,8.439,Metric Tonnes,Dollar Gram,4901.0,7701.0,7701.0,Rs./Quintal
Anjad APMC,40.935,Metric Tonnes,Dollar Gram,7280.0,7820.0,7600.0,Rs./Quintal
Ashta APMC,6.678000000000001,Metric Tonnes,Dollar Gram,5361.0,7701.0,7701.0,Rs./Quintal
Badnagar APMC,3.789,Metric Tonnes,Dollar Gram,3550.0,7621.0,5001.0,Rs./Quintal
Badnawar APMC,0.9,Metric Tonnes,Dollar Gram,3600.0,7150.0,7150.0,Rs./Quintal
Badwaha APMC,1.0,Metric Tonnes,Dollar Gram,6790.0,6790.0,6790.0,Rs./Quintal
Badwani APMC,10.0,Metric Tonnes,Dollar Gram,7500.0,8050.0,8050.0,Rs./Quintal
Banapura APMC,0.985,Metric Tonnes,Russian,4800.0,4800.0,4800.0,Rs./Quintal
Burhanpur APMC,1.36,Metric Tonnes,Dollar Gram,7340.0,7340.0,7340.0,Rs./Quintal
Dewas APMC,37.813,Metric Tonnes,Dollar Gram,3800.0,7600.0,5300.0,Rs./Quintal
Dhamnod APMC,1.8239999999999998,Metric Tonnes,Bitkey,5205.0,5205.0,5205.0,Rs./Quintal
,226.793,Metric Tonnes,Dollar Gram,6655.0,8140.0,7505.0,Rs./Quintal
Dhar APMC,0.11399999999999999,Metric Tonnes,Bitkey,4275.0,4275.0,4275.0,Rs./Quintal
,4.275,Metric Tonnes,Dollar Gram,4805.0,7000.0,7000.0,Rs./Quintal
Harda APMC,11.493000000000002,Metric Tonnes,Dollar Gram,5299.0,7400.0,7400.0,Rs./Quintal
Indore APMC,182.36700000000002,Metric Tonnes,Dollar Gram,2500.0,9015.0,8500.0,Rs./Quintal
,0.29100000000000004,Metric Tonnes,Bitkey,5090.0,5090.0,5090.0,Rs./Quintal
,95.79500000000002,Metric Tonnes,Double Dollar Chana,5920.24,7189.02,7189.02,Rs./Quintal
Jaora APMC,53.891,Metric Tonnes,Dollar Gram,2861.0,8151.0,6800.0,Rs./Quintal
Karhi APMC,16.375,Metric Tonnes,Dollar Gram,6575.0,7600.0,7600.0,Rs./Quintal
Khandwa APMC,1.019,Metric Tonnes,Dollar Gram,4200.0,6800.0,6800.0,Rs./Quintal
,0.188,Metric Tonnes,Bitkey,5000.0,5000.0,5000.0,Rs./Quintal
Khargone APMC,131.679,Metric Tonnes,Dollar Gram,5000.0,8320.0,7510.0,Rs./Quintal
Khategaon APMC,25.839,Metric Tonnes,Dollar Gram,4000.0,7771.0,4200.0,Rs./Quintal
Kukshi APMC,2.8000000000000003,Metric Tonnes,Dollar Gram,6500.0,6500.0,6500.0,Rs./Quintal
,9.995000000000001,Metric Tonnes,Dollar Gram,6765.0,7200.0,7200.0,Rs./Quintal
Manawar APMC,25.295,Metric Tonnes,Dollar Gram,7000.0,7700.0,7700.0,Rs./Quintal
Mhow APMC,0.862,Metric Tonnes,Bitkey,4701.0,5051.0,5051.0,Rs./Quintal
,0.309,Metric Tonnes,Dollar Gram,6000.0,6441.0,6441.0,Rs./Quintal
Neemuch APMC,7.7170000000000005,Metric Tonnes,Dollar Gram,5900.0,7500.0,6300.0,Rs./Quintal
Ratlam APMC,17.047,Metric Tonnes,Dollar Gram,3600.0,7411.0,6761.0,Rs./Quintal
Sailana APMC,0.067,Metric Tonnes,Dollar Gram,7101.0,7101.0,7101.0,Rs./Quintal
Sanawad APMC,1.287,Metric Tonnes,Bitkey,5030.0,5225.0,5225.0,Rs./Quintal
,75.635,Metric Tonnes,Dollar Gram,3500.0,7900.0,7600.0,Rs./Quintal
Shajapur APMC,2.9770000000000003,Metric Tonnes,Dollar Gram,2500.0,7000.0,7000.0,Rs./Quintal
Shujalpur APMC,40.809,Metric Tonnes,Dollar Gram,3701.0,7780.0,7115.0,Rs./Quintal
Tarana APMC,0.8039999999999999,Metric Tonnes,Dollar Gram,4000.0,6000.0,6000.0,Rs./Quintal
Ujjain APMC,3.9990000000000006,Metric Tonnes,Dollar Gram,4580.0,7881.0,7881.0,Rs./Quintal
Commodity Name : Lak(Teora)
Anuppur APMC,4.0,Metric Tonnes,Tiwada,2800.0,2800.0,2800.0,Rs./Quintal
Aron APMC,0.28500000000000003,Metric Tonnes,Tiwada,2830.0,2830.0,2830.0,Rs./Quintal
Ashoknagar APMC,23.899,Metric Tonnes,Tiwada,2800.0,3230.0,3145.0,Rs./Quintal
Baikunthpur APMC,3.5,Metric Tonnes,Tiwada,3000.0,3000.0,3000.0,Rs./Quintal
Banda APMC,3.39,Metric Tonnes,Tiwada,2895.0,2960.0,2960.0,Rs./Quintal
Bareli APMC,1.0,Metric Tonnes,Tiwada,2877.0,2877.0,2877.0,Rs./Quintal
Begamganj APMC,4.98,Metric Tonnes,Tiwada,2800.0,2960.0,2800.0,Rs./Quintal
,12.078000000000001,Metric Tonnes,Tiwada,2700.0,2980.0,2980.0,Rs./Quintal
Bhopal APMC,0.7570000000000001,Metric Tonnes,Tiwada,2899.0,2899.0,2899.0,Rs./Quintal
Bina APMC,12.4,Metric Tonnes,Tiwada,2191.0,3011.0,2600.0,Rs./Quintal
Chaakghat APMC,6.800000000000001,Metric Tonnes,Tiwada,2900.0,2900.0,2900.0,Rs./Quintal
Gairatganj APMC,6.355,Metric Tonnes,Tiwada,2701.0,3126.0,3126.0,Rs./Quintal
,2.713,Metric Tonnes,Tiwada,2805.0,3101.0,3101.0,Rs./Quintal
Ganjbasoda APMC,30.271,Metric Tonnes,Tiwada,2000.0,3200.0,3000.0,Rs./Quintal
Gorakhpur APMC,10.200000000000001,Metric Tonnes,Lak (Whole),2800.0,2800.0,2800.0,Rs./Quintal
Hanumana APMC,19.5,Metric Tonnes,Tiwada,2900.0,3000.0,2900.0,Rs./Quintal
Khurai APMC,7.062000000000001,Metric Tonnes,Tiwada,2200.0,3181.0,3181.0,Rs./Quintal
Mungawali APMC,1.336,Metric Tonnes,Tiwada,3035.0,3035.0,3035.0,Rs./Quintal
Sagar APMC,16.389,Metric Tonnes,Tiwada,2350.0,3065.0,2960.0,Rs./Quintal
Satna APMC,20.868000000000002,Metric Tonnes,Tiwada,2750.0,3170.0,3125.0,Rs./Quintal
Sironj APMC,7.909000000000001,Metric Tonnes,Tiwada,2850.0,3060.0,3060.0,Rs./Quintal
Udaipura APMC,16.335,Metric Tonnes,Tiwada,2035.0,3055.0,2880.0,Rs./Quintal
Vidisha APMC,3.258,Metric Tonnes,Tiwada,3051.0,3226.0,3226.0,Rs./Quintal
Commodity Name : Lentil(Masur)(Whole)
Agar APMC,18.301,Metric Tonnes,Masur Dal,5701.0,8981.0,6800.0,Rs./Quintal
Ashoknagar APMC,57.938,Metric Tonnes,Masur Dal,4950.0,7580.0,6295.0,Rs./Quintal
Ashta APMC,5.7490000000000006,Metric Tonnes,Masur Dal,5500.0,7170.0,6380.0,Rs./Quintal
Badarwas APMC,34.515,Metric Tonnes,Masur Dal,5795.0,6440.0,6325.0,Rs./Quintal
,53.297000000000004,Metric Tonnes,Masur Dal,5605.0,6520.0,6395.0,Rs./Quintal
Bamora APMC,4.43,Metric Tonnes,Local,5680.0,6205.0,6205.0,Rs./Quintal
Banda APMC,0.9510000000000001,Metric Tonnes,Masur Dal,6225.0,6315.0,6315.0,Rs./Quintal
Begamganj APMC,17.103,Metric Tonnes,Masur Dal,5800.0,8635.0,6000.0,Rs./Quintal
,11.799,Metric Tonnes,Masur Dal,2500.0,8400.0,6160.0,Rs./Quintal
Berasia APMC,0.042,Metric Tonnes,Masur Dal,6000.0,6000.0,6000.0,Rs./Quintal
Betul APMC,0.28500000000000003,Metric Tonnes,Masur Dal,6001.0,6001.0,6001.0,Rs./Quintal
Biaora APMC,9.471,Metric Tonnes,Masur Dal,6500.0,7845.0,7590.0,Rs./Quintal
Bina APMC,120.325,Metric Tonnes,Masur Dal,4500.0,8351.0,6100.0,Rs./Quintal
Chaurai APMC,0.1,Metric Tonnes,Masur Dal,5826.0,5826.0,5826.0,Rs./Quintal
Chhindwara APMC,0.1,Metric Tonnes,Masur Dal,5500.0,5500.0,5500.0,Rs./Quintal
Damoh APMC,85.998,Metric Tonnes,Masur Dal,5010.0,8760.0,8480.0,Rs./Quintal
Dewas APMC,0.036,Metric Tonnes,Masur Dal,5300.0,5300.0,5300.0,Rs./Quintal
Gadarwada APMC,0.205,Metric Tonnes,Masur Dal,6100.0,6100.0,6100.0,Rs./Quintal
,0.07500000000000001,Metric Tonnes,Masur Dal,6001.0,6001.0,6001.0,Rs./Quintal
Gairatganj APMC,0.303,Metric Tonnes,Masur Dal,5260.0,6269.0,6269.0,Rs./Quintal
,0.7080000000000001,Metric Tonnes,Masur Dal,6100.0,7995.0,7995.0,Rs./Quintal
Ganjbasoda APMC,80.71000000000001,Metric Tonnes,Masur Dal,2500.0,9550.0,6100.0,Rs./Quintal
Garhakota APMC,6.490000000000001,Metric Tonnes,Masur Dal,6000.0,6325.0,6325.0,Rs./Quintal
Gohad APMC,0.405,Metric Tonnes,Masur Dal,5700.0,5700.0,5700.0,Rs./Quintal
